study_i,group_i,mean_i,sd_i,ytmp,ytmpmean,ytmpsd,y,arm
1,0,114,25,-0.474603290530546,0.149461319715805,1.10277751245976,99.8524361624321,1000
1,0,114,25,-0.796296399235453,0.149461319715805,1.10277751245976,92.5596435304132,1000
1,0,114,25,0.713625046780657,0.149461319715805,1.10277751245976,126.789608980294,1000
1,0,114,25,0.562206267753769,0.149461319715805,1.10277751245976,123.356940619811,1000
1,0,114,25,1.7217047206112,0.149461319715805,1.10277751245976,149.642806076733,1000
1,0,114,25,1.22205923229878,0.149461319715805,1.10277751245976,138.315827545996,1000
1,0,114,25,-0.103979270270095,0.149461319715805,1.10277751245976,108.254494058811,1000
1,0,114,25,-0.763818396770764,0.149461319715805,1.10277751245976,93.2959208415149,1000
1,0,114,25,1.3818422991062,0.149461319715805,1.10277751245976,141.938114566771,1000
1,0,114,25,1.02166590044039,0.149461319715805,1.10277751245976,133.772904572091,1000
1,0,114,25,-0.998383810100741,0.149461319715805,1.10277751245976,87.9783157335095,1000
1,0,114,25,0.19368043672672,0.149461319715805,1.10277751245976,115.002448737649,1000
1,0,114,25,-1.39236991509594,0.149461319715805,1.10277751245976,79.0466386603073,1000
1,0,114,25,-0.00334319511920129,0.149461319715805,1.10277751245976,110.535916966284,1000
1,0,114,25,-1.36329495883286,0.149461319715805,1.10277751245976,79.7057688097383,1000
1,0,114,25,1.29438624611134,0.149461319715805,1.10277751245976,139.955483165452,1000
1,0,114,25,-1.89466311964931,0.149461319715805,1.10277751245976,67.6596363212541,1000
1,0,114,25,0.920985286911401,0.149461319715805,1.10277751245976,131.490471978221,1000
1,0,114,25,-1.26067749626697,0.149461319715805,1.10277751245976,82.0321098306258,1000
1,0,114,25,-0.173305631959044,0.149461319715805,1.10277751245976,106.682863314947,1000
1,0,114,25,2.170895351786,0.149461319715805,1.10277751245976,159.825971450065,1000
1,0,114,25,0.504259499281411,0.149461319715805,1.10277751245976,122.043285602873,1000
1,0,114,25,-1.00072665742825,0.149461319715805,1.10277751245976,87.9252033128028,1000
1,0,114,25,0.436454249987418,0.149461319715805,1.10277751245976,120.506138523615,1000
1,0,114,25,0.420527146673487,0.149461319715805,1.10277751245976,120.145070603432,1000
1,0,114,25,1.54716476940133,0.149461319715805,1.10277751245976,145.685980034357,1000
1,1,100,39,-0.459454424268833,-0.387937766097438,0.617953857947903,95.4864758382663,1001
1,1,100,39,0.817185656860072,-0.387937766097438,0.617953857947903,176.057156842453,1001
1,1,100,39,-0.546697891105812,-0.387937766097438,0.617953857947903,89.9804090617902,1001
1,1,100,39,-0.303151455886701,-0.387937766097438,0.617953857947903,105.350991915803,1001
1,1,100,39,-1.70659166463373,-0.387937766097438,0.617953857947903,16.7777636121644,1001
1,1,100,39,-1.35783748239936,-0.387937766097438,0.617953857947903,38.7881660592142,1001
1,1,100,39,-0.530881565767347,-0.387937766097438,0.617953857947903,90.9786012087711,1001
1,1,100,39,0.108644831243247,-0.387937766097438,0.617953857947903,131.34007668566,1001
1,1,100,39,-0.122718268978348,-0.387937766097438,0.617953857947903,116.738402478776,1001
1,1,100,39,-0.741322364504118,-0.387937766097438,0.617953857947903,77.6973650045204,1001
1,1,100,39,-0.284762723276359,-0.387937766097438,0.617953857947903,106.511532565529,1001
1,1,100,39,-0.173216896379888,-0.387937766097438,0.617953857947903,113.551357939237,1001
1,1,100,39,0.674795678954613,-0.387937766097438,0.617953857947903,167.070710578077,1001
1,1,100,39,-0.993467624421079,-0.387937766097438,0.617953857947903,61.7840973547042,1001
1,1,100,39,-0.931380459132722,-0.387937766097438,0.617953857947903,65.7025119986177,1001
1,1,100,39,-0.461904062870167,-0.387937766097438,0.617953857947903,95.3318754514845,1001
1,1,100,39,0.410131339341368,-0.387937766097438,0.617953857947903,150.367344926808,1001
1,1,100,39,-0.0979734282752203,-0.387937766097438,0.617953857947903,118.300086696796,1001
1,1,100,39,-0.460573118174696,-0.387937766097438,0.617953857947903,95.4158733786044,1001
1,1,100,39,-0.597579398273676,-0.387937766097438,0.617953857947903,86.7692004027224,1001
2,0,89,32,0.949611073056971,-0.0299439835149126,0.938308012313621,122.406686715815,2000
2,0,89,32,-0.704449665567735,-0.0299439835149126,0.938308012313621,65.9966987999288,2000
2,0,89,32,-0.0490926043883324,-0.0299439835149126,0.938308012313621,88.346956585782,2000
2,0,89,32,-0.416376745441839,-0.0299439835149126,0.938308012313621,75.821120336412,2000
2,0,89,32,2.21328394346072,-0.0299439835149126,0.938308012313621,165.502910261015,2000
2,0,89,32,-0.793064026916447,-0.0299439835149126,0.938308012313621,62.9745999518472,2000
2,0,89,32,0.412379526893455,-0.0299439835149126,0.938308012313621,104.084974387213,2000
2,0,89,32,0.662133254787649,-0.0299439835149126,0.938308012313621,112.602560497245,2000
2,0,89,32,0.492242332257239,-0.0299439835149126,0.938308012313621,106.808610696509,2000
2,0,89,32,-0.525965531599627,-0.0299439835149126,0.938308012313621,72.0837109665375,2000
2,0,89,32,0.0674234054725808,-0.0299439835149126,0.938308012313621,92.3206115760614,2000
2,0,89,32,-0.00222229620822267,-0.0299439835149126,0.938308012313621,89.9454187560722,2000
2,0,89,32,-0.506207065876504,-0.0299439835149126,0.938308012313621,72.7575524928194,2000
2,0,89,32,-0.753376506206196,-0.0299439835149126,0.938308012313621,64.3281007704073,2000
2,0,89,32,-0.156316505978833,-0.0299439835149126,0.938308012313621,84.6901990969104,2000
2,0,89,32,-0.363059810944599,-0.0299439835149126,0.938308012313621,77.6394378627697,2000
2,0,89,32,-2.24254186337945,-0.0299439835149126,0.938308012313621,13.5416950228494,2000
2,0,89,32,0.0729227235968503,-0.0299439835149126,0.938308012313621,92.508159990513,2000
2,0,89,32,-0.466402192933446,-0.0299439835149126,0.938308012313621,74.1150554848669,2000
2,0,89,32,1.51019888561751,-0.0299439835149126,0.938308012313621,141.524939748425,2000
2,1,90,33,-1.33714549045473,0.0104836911060421,1.0570006508692,47.9264563792511,2001
2,1,90,33,-0.0803769746336584,0.0104836911060421,1.0570006508692,87.1632922203554,2001
2,1,90,33,-1.67617481866848,0.0104836911060421,1.0570006508692,37.3418197266118,2001
2,1,90,33,-0.369191492905627,0.0104836911060421,1.0570006508692,78.1463828219199,2001
2,1,90,33,-0.584370171390058,0.0104836911060421,1.0570006508692,71.428414971903,2001
2,1,90,33,0.148476976876942,0.0104836911060421,1.0570006508692,94.3082077827435,2001
2,1,90,33,0.571095904224333,0.0104836911060421,1.0570006508692,107.502546491046,2001
2,1,90,33,1.69023162299562,0.0104836911060421,1.0570006508692,142.442429157232,2001
2,1,90,33,-1.61657508991145,0.0104836911060421,1.0570006508692,39.202548050066,2001
2,1,90,33,-0.146885686654882,0.0104836911060421,1.0570006508692,85.0868625654677,2001
2,1,90,33,-0.658681779009009,0.0104836911060421,1.0570006508692,69.1083756706889,2001
2,1,90,33,-1.25947208749943,0.0104836911060421,1.0570006508692,50.3514523292698,2001
2,1,90,33,0.162718936469727,0.0104836911060421,1.0570006508692,94.7528476854488,2001
2,1,90,33,0.319676561582311,0.0104836911060421,1.0570006508692,99.6531300310235,2001
2,1,90,33,2.31450746709784,0.0104836911060421,1.0570006508692,161.932580689714,2001
2,1,90,33,-0.900711031247611,0.0104836911060421,1.0570006508692,61.5521217390514,2001
2,1,90,33,-1.025405361251,0.0104836911060421,1.0570006508692,57.6591128873275,2001
2,1,90,33,0.370856397125634,0.0104836911060421,1.0570006508692,101.250985785928,2001
2,1,90,33,0.800734948487711,0.0104836911060421,1.0570006508692,114.67197297575,2001
2,1,90,33,1.22201905229566,0.0104836911060421,1.0570006508692,127.824637937905,2001
2,1,90,33,-0.599710479792164,0.0104836911060421,1.0570006508692,70.9494841624913,2001
2,1,90,33,0.0556150929734546,0.0104836911060421,1.0570006508692,91.4090211395801,2001
2,1,90,33,1.07421316147382,0.0104836911060421,1.0570006508692,123.210076543728,2001
2,1,90,33,0.218474851639439,0.0104836911060421,1.0570006508692,96.4935705497985,2001
2,1,90,33,1.92099991800811,0.0104836911060421,1.0570006508692,149.647111320057,2001
2,1,90,33,-0.342344459075405,0.0104836911060421,1.0570006508692,78.9845583856424,2001
3,0,63,30,0.144149561046318,0.0531553987536163,0.883579707296759,66.0895060697271,3000
3,0,63,30,0.500278873980409,0.0531553987536163,0.883579707296759,78.1810913560271,3000
3,0,63,30,1.52863330999803,0.0531553987536163,0.883579707296759,113.096597932014,3000
3,0,63,30,0.00764254907364133,0.0531553987536163,0.883579707296759,61.4547115793588,3000
3,0,63,30,1.42645241448678,0.0531553987536163,0.883579707296759,109.627271011055,3000
3,0,63,30,0.32791472490906,0.0531553987536163,0.883579707296759,72.3288468675694,3000
3,0,63,30,-1.0130381499927,0.0531553987536163,0.883579707296759,26.799749815161,3000
3,0,63,30,-0.227213945276615,0.0531553987536163,0.883579707296759,53.4806773498228,3000
3,0,63,30,-0.0945468755934115,0.0531553987536163,0.883579707296759,57.985095069728,3000
3,0,63,30,-0.227592144629916,0.0531553987536163,0.883579707296759,53.467836424997,3000
3,0,63,30,0.15844543861565,0.0531553987536163,0.883579707296759,66.5748910593757,3000
3,0,63,30,0.967706466140382,0.0531553987536163,0.883579707296759,94.0515642165921,3000
3,0,63,30,-1.70042843011313,0.0531553987536163,0.883579707296759,3.46092906892243,3000
3,0,63,30,-0.0441399072644964,0.0531553987536163,0.883579707296759,59.6965524938623,3000
3,0,63,30,1.27797567593442,0.0531553987536163,0.883579707296759,104.58607085697,3000
3,0,63,30,-0.355372088122239,0.0531553987536163,0.883579707296759,49.1293502950952,3000
3,0,63,30,0.315404530417119,0.0531553987536163,0.883579707296759,71.9040908080325,3000
3,0,63,30,-0.134769097865631,0.0531553987536163,0.883579707296759,56.6194382328838,3000
3,0,63,30,-0.597010835597426,0.0531553987536163,0.883579707296759,40.9250396206979,3000
3,0,63,30,0.0274318221150685,0.0531553987536163,0.883579707296759,62.1266126951722,3000
3,0,63,30,0.924226566289233,0.0531553987536163,0.883579707296759,92.5753001231973,3000
3,0,63,30,-0.594915989543427,0.0531553987536163,0.883579707296759,40.9961654977422,3000
3,0,63,30,1.40174578260272,0.0531553987536163,0.883579707296759,108.788411822234,3000
3,0,63,30,0.559306161109819,0.0531553987536163,0.883579707296759,80.1852326907121,3000
3,0,63,30,1.51832882177522,0.0531553987536163,0.883579707296759,112.746731763596,3000
3,0,63,30,-2.03700770972613,0.0531553987536163,0.883579707296759,-7.96687795856339,3000
3,0,63,30,-0.948925167327806,0.0531553987536163,0.883579707296759,28.9765647239498,3000
3,0,63,30,-1.45135221912555,0.0531553987536163,0.883579707296759,11.9177624116531,3000
3,0,63,30,0.371290651806043,0.0531553987536163,0.883579707296759,73.8015807886445,3000
3,0,63,30,1.66205216376382,0.0531553987536163,0.883579707296759,117.626540822191,3000
3,0,63,30,1.31397789144373,0.0531553987536163,0.883579707296759,105.808446672485,3000
3,0,63,30,0.0123546772742129,0.0531553987536163,0.883579707296759,61.614701498604,3000
3,0,63,30,0.271673473793688,0.0531553987536163,0.883579707296759,70.4192992404254,3000
3,0,63,30,0.750613956418152,0.0531553987536163,0.883579707296759,86.6806669020847,3000
3,0,63,30,0.744222893221132,0.0531553987536163,0.883579707296759,86.463672448356,3000
3,0,63,30,0.614474274706773,0.0531553987536163,0.883579707296759,82.0583443004978,3000
3,0,63,30,-0.147306534960455,0.0531553987536163,0.883579707296759,56.1937572108565,3000
3,0,63,30,0.345268538566126,0.0531553987536163,0.883579707296759,72.9180573320161,3000
3,0,63,30,-0.562005837012769,0.0531553987536163,0.883579707296759,42.1135571351535,3000
3,0,63,30,1.45481583582379,0.0531553987536163,0.883579707296759,110.590288419766,3000
3,0,63,30,-0.289729039766738,0.0531553987536163,0.883579707296759,51.3581152094569,3000
3,0,63,30,-0.622288458662976,0.0531553987536163,0.883579707296759,40.0667936857765,3000
3,0,63,30,0.709449972636047,0.0531553987536163,0.883579707296759,85.2830346304685,3000
3,0,63,30,-0.0723605240471332,0.0531553987536163,0.883579707296759,58.7383836988033,3000
3,0,63,30,-0.601594256848947,0.0531553987536163,0.883579707296759,40.7694196620116,3000
3,0,63,30,-0.99590458194295,0.0531553987536163,0.883579707296759,27.3814823258193,3000
3,0,63,30,-0.207570122661826,0.0531553987536163,0.883579707296759,54.147640017228,3000
3,0,63,30,0.467606413422626,0.0531553987536163,0.883579707296759,77.0717700252642,3000
3,0,63,30,-1.33534309897993,0.0531553987536163,0.883579707296759,15.8565961983823,3000
3,0,63,30,-0.764624399147936,0.0531553987536163,0.883579707296759,35.2340907849678,3000
3,0,63,30,0.314565436361545,0.0531553987536163,0.883579707296759,71.8756012202122,3000
3,0,63,30,-0.769874792654505,0.0531553987536163,0.883579707296759,35.0558252545393,3000
3,0,63,30,1.29610148559869,0.0531553987536163,0.883579707296759,105.201492743007,3000
3,0,63,30,0.525508692720819,0.0531553987536163,0.883579707296759,79.0377142005331,3000
3,0,63,30,0.989353806815445,0.0531553987536163,0.883579707296759,94.7865519204618,3000
3,0,63,30,-0.491734420640497,0.0531553987536163,0.883579707296759,44.4994680764741,3000
3,0,63,30,-0.00766717796934091,0.0531553987536163,0.883579707296759,60.9349035671369,3000
3,0,63,30,1.82287876721175,0.0531553987536163,0.883579707296759,123.087053398016,3000
3,0,63,30,-0.895063334534159,0.0531553987536163,0.883579707296759,30.805324450396,3000
3,0,63,30,0.822795387748888,0.0531553987536163,0.883579707296759,89.1314281882929,3000
3,0,63,30,-0.750817305870249,0.0531553987536163,0.883579707296759,35.7028801821325,3000
3,0,63,30,-0.265387136320762,0.0531553987536163,0.883579707296759,52.1845908486649,3000
3,0,63,30,1.57416786379313,0.0531553987536163,0.883579707296759,114.64262326801,3000
3,0,63,30,1.78556584324623,0.0531553987536163,0.883579707296759,121.820175367974,3000
3,0,63,30,1.4378735081683,0.0531553987536163,0.883579707296759,110.015049054865,3000
3,0,63,30,-0.331095252116789,0.0531553987536163,0.883579707296759,49.953616712883,3000
3,0,63,30,1.80186292403882,0.0531553987536163,0.883579707296759,122.373506798902,3000
3,0,63,30,-0.118551656075471,0.0531553987536163,0.883579707296759,57.1700656971488,3000
3,0,63,30,1.03962619126883,0.0531553987536163,0.883579707296759,96.4934398459618,3000
3,0,63,30,0.875767767240489,0.0531553987536163,0.883579707296759,90.9299884897851,3000
3,0,63,30,1.11191716135865,0.0531553987536163,0.883579707296759,98.9479202791186,3000
3,0,63,30,0.430985229409782,0.0531553987536163,0.883579707296759,75.8283784995053,3000
3,0,63,30,-1.5087642241313,0.0531553987536163,0.883579707296759,9.96846441855891,3000
3,0,63,30,0.544922749627621,0.0531553987536163,0.883579707296759,79.6968756801306,3000
3,0,63,30,-0.189613405992327,0.0531553987536163,0.883579707296759,54.7573207236048,3000
3,0,63,30,-0.157622274105393,0.0531553987536163,0.883579707296759,55.8435090421938,3000
3,0,63,30,-1.44427863087593,0.0531553987536163,0.883579707296759,12.157930498059,3000
3,0,63,30,0.437250647976717,0.0531553987536163,0.883579707296759,76.0411069669609,3000
3,0,63,30,-0.468766878267633,0.0531553987536163,0.883579707296759,45.2792803169497,3000
3,0,63,30,0.12343432284219,0.0531553987536163,0.883579707296759,65.3861658492674,3000
3,0,63,30,-0.722167212216438,0.0531553987536163,0.883579707296759,36.675630917031,3000
3,0,63,30,1.43227319391771,0.0531553987536163,0.883579707296759,109.824902737413,3000
3,0,63,30,1.1403261242919,0.0531553987536163,0.883579707296759,99.9124839522761,3000
3,0,63,30,0.812277558949809,0.0531553987536163,0.883579707296759,88.7743185111844,3000
3,0,63,30,0.783910649819674,0.0531553987536163,0.883579707296759,87.8111826821514,3000
3,0,63,30,-0.312821991125627,0.0531553987536163,0.883579707296759,50.5740449834824,3000
3,0,63,30,-0.550169089437478,0.0531553987536163,0.883579707296759,42.5154477900953,3000
3,0,63,30,-1.0584966810301,0.0531553987536163,0.883579707296759,25.2563056642148,3000
3,0,63,30,-1.06175370237509,0.0531553987536163,0.883579707296759,25.1457206886401,3000
3,0,63,30,-1.09741281953678,0.0531553987536163,0.883579707296759,23.9349940207274,3000
3,0,63,30,0.387443211552529,0.0531553987536163,0.883579707296759,74.3500053262305,3000
3,0,63,30,-1.06476099907761,0.0531553987536163,0.883579707296759,25.0436145624689,3000
3,0,63,30,0.789872478786364,0.0531553987536163,0.883579707296759,88.0136034343752,3000
