study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.05065793934904978,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04024456268896053,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02618704348802153,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01809808781153555,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04693322815476136,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04947084813653585,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02760471073262472,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.007567121354928343,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.029192067248501808,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03371008145908767,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06144054992855005,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01911948674094743,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04414065111834063,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.022758576064043693,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014648990700105497,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.004760802601660327,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02718908454268841,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.00846573318601224,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.026994454822176158,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.025670518724469526,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01048902440994361,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02962764372024591,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016383146080043515,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.037027257176675876,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.004000389934225183,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04581513003179148,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02664818872735047,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0437818092528965,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.051868456119046225,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.027032930088832927,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03555495267948708,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.040391790855296726,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.010452055057881797,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.031401213320099444,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01524944388666121,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03948074933030181,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05002015280251706,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.042459552518621504,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.006016755949604751,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.024278214616435916,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.057836538763180775,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04442843810041525,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.10096304336537817,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0522580405145865,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05404629489488272,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.01870366005900121,0.0041
