study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,-0.01261436148674112,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03189428128269046,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06176097888477626,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.008509727442769309,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.029339730063289132,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017861137859008343,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04506777403902808,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0039009524690402676,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.019741131045554795,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03757375638070945,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.036444160688127065,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04301846980707286,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04104614943722627,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-5.561150769429375e-4,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014126780471579862,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.007374675705540543,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04613576865460044,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.025967330309498163,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.003682689663495456,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.07173482729653152,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.040657438426175946,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05240430397880215,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01356743603135193,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.019035928805088746,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03715139308014094,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03270965551497,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.011008672219390638,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06490803582588069,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022412952141678488,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016125951371269813,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02040551276446184,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.013383000874811968,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03100544355777347,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.012867235180081909,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02584082042883643,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.001325234697209226,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06190004699766713,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02925051379591505,0.0033
