study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.04118927545352284,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.027673441587723675,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.011187963027771908,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005503447082735528,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-8.882099498393366e-4,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.015098542602179138,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.040870980183091425,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.010584789516507497,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.011801348252841376,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05743130090604752,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.003533711037882536,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04652996688353676,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.019645792795942293,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014137791960655873,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0364415459691623,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04682968027339651,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.020846076829180778,0.0033
1,2021,Lepidoptera,borer,42.6391,10,9.322049046248809e-5,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04628825134525841,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005338523653555478,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013783095787741916,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04616442831359027,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0764833952491721,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022155855560836917,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005928972009116681,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06726924783600967,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022838934918598605,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03312893153057258,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013170500466296824,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.020051813727058353,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03878991259601571,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017425959750726534,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.034742622314657357,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.006091389673111878,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06600974977985127,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.005337098465450385,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03761377916469057,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03691813946539183,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.023238761853830732,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.008563747599580604,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.006263364975732481,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.020639792302349982,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0946007896691169,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05499196181892793,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04508561215403366,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04535373340186199,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.036266322960524774,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.051121413458407546,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08517818489076635,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06829233023828328,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08587806112341805,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.059526167982579065,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.054011507071334994,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.11578832302705677,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04579794284038731,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08599524025922928,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0812008451479024,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03613100020594329,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07676127374575739,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06107656310520682,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.023194682268613452,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.026759193872096194,0.0041
1,2021,Lepidoptera,borer,42.6391,15,-0.007751573152448024,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.052604281062114566,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.028245531227321596,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.054103040715533096,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06508124873624621,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07514558893462986,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03912919504870384,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06840412913192052,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.022272535439978147,0.0041
