study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.03804054096677435,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.031338494288743815,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01735115898345985,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007845567320167102,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02601094728395901,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.07042435135749718,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013759175615723622,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01916293615013893,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007402931211998875,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.030644775088947994,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.006691562255684579,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03473292435424514,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03895732461834991,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022806591006223936,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04205085813604875,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02198267279004126,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0333380515569672,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.004471312616436022,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013426723909418172,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.012365668612697885,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02950193777497597,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.00909397919326706,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04198712342969117,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.042047406110926944,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05381507808188413,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.048256175049322954,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03618653754902551,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.054657655797876493,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0147385062719216,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06999009912646188,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007313532406598027,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04018789158461064,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04049135786402676,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01351717762957363,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.009255134587952803,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01162836434934511,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04534183252712175,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03426829487069254,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.002291936712656397,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01227688492933,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.046519605788688634,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04546940938051934,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05174549144443288,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06413756269662137,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.030709546592060252,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.11218660173935929,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08843441252195165,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03148802256901699,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07364568909769759,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06357013709415461,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03458293131485003,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.034169581572791,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08226797167239547,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04422045686768367,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03309857162093009,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08783005018005322,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03076768788094268,0.0041
1,2021,Lepidoptera,borer,42.6391,15,-0.012042244834257573,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03182159129974209,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05272516803955335,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.008272143723780497,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03908264711117867,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03989339408864471,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07430748514603823,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04879636763457747,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.038183932787122433,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.1002177446653039,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.038132728764636394,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.051082442462769634,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07044558377670412,0.0041
