study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.012039211291732702,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005752166268078878,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005710201953650556,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.012045787740913935,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.027548748986907404,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06055685731996564,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.00969646403827958,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.010865028034370375,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.0021327355082970713,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02578095176692161,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0636870165745506,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022531957158950323,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.011203506658344523,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.033652046216801,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0031032292624151407,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0393633280493928,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014699682734977695,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01394930983449359,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.015566881932892155,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016443821197529317,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.048391092722046586,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.09308048954678547,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022138194605873393,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02026453937543579,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.020077144779850967,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016843917198158274,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04550243177584126,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.00943324191736564,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0431666686634901,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0379903575206653,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03147254986577129,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03344252259519521,0.0033
