study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.042291884535206895,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03548497292615594,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.049682274488759635,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04432938868142644,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.011884500871545637,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005377876435876158,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.039038158349932656,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0023891428617855044,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06267303737137213,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.004621823666155458,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.006779732166015219,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.005961666149188593,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.010525989648970755,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.019695297081882033,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.025107293871625844,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.048572063242901815,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013480698397936636,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.027649699341249754,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06555345823628556,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03791408665819654,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02278155987083084,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04933615570230365,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.009886374747941466,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0489976298693614,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03809067904344531,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.035905004234389776,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03600771564053072,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01442951341629312,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03109505606393958,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.011404819598696143,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022693572476165134,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02959308800966333,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04414991052752004,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03146069491114078,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.015084157665361971,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.019783804302263935,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.043828251358694933,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03702026182158377,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02799427590137911,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.002129808022042611,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.010816842395376482,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04242208005490107,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06459765915131103,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.01955654375026649,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06140783645466887,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06009809647056962,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.017566233724853157,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05523657694368346,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04207811639888776,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.054364593049562454,0.0041
1,2021,Lepidoptera,borer,42.6391,15,-0.0100886311498945,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07045823204425954,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.026335292887288288,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0343736375477566,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04893370607414453,0.0041
