study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,-0.0017930578337331284,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022797495385852264,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04483489785750637,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03104854885426995,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05800475202270852,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.047457870655528867,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.006931947957060768,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0338742827414268,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.011717923644990977,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01521585007675925,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01634374266998989,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05330149599242887,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04772090648274904,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-9.367936464938637e-5,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04175147797847091,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013389565067690524,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.010020413255702177,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013759374242082843,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05587436447991888,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05579610338719569,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02319944009259117,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01854919172594843,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01035216475615609,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.009833852074083483,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03660114658793351,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007438004876111046,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016203734386047303,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05401935149305086,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05141858311182787,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02452165356690228,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.018944663889902597,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007847496688648384,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.028919319328749804,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.040468682005806396,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04053739594970445,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04190995159074251,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.013799976213000728,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.015234136933896806,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03172225183417686,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.045405861380446416,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.04504011284797172,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07809592304179305,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05919308171193032,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03419541542117774,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05055502617255194,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04248745823719539,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.056341614110459126,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.022232191549360018,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0011506337123631735,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04240735161281718,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.02667139245324218,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.061669024875437045,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.052322025210990775,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07605096048029295,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0195685569464197,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06765604672822492,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0830770901955012,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06880487806055859,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07085408438393416,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06378447820830413,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07973864356089491,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04088787202547146,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.052502243607689646,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07658251868108035,0.0041
