study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.013754519785380706,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04684664344059089,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.015629695625645725,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03940349766759069,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01932606769222259,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017499758054099437,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0446382427187729,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03946984204751838,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02584879436598414,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01690750045293525,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.047315827419771986,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04777407551120267,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014860139527973876,0.0033
1,2021,Lepidoptera,borer,42.6391,10,7.382481810726503e-4,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04868632027619672,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.007562994857613664,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04917472205172293,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03986544392601324,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.020103090362412514,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03871589923194746,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0169432120392295,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04917419364756756,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0377565603194449,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014662063380693079,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04211449822996649,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017273061720884983,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.005655876815051707,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03469458272782425,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.0022734080579228585,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03927282849043482,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.002422930491054919,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.07168286277958429,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.004727043573844597,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04705275034006536,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.006108057849017256,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017711192290017892,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.006259258611025404,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.030268225221848712,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04949734868072302,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02048126358425488,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.0893863873857299,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.039921401406989555,0.0041
1,2021,Lepidoptera,borer,42.6391,15,-0.009488431257214713,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07322457102629958,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06031632735330769,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04190688619182727,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.027430544949600535,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07729997182616646,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0332819522392753,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.029652283943495682,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.030969866506948114,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0316860785997127,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07760887933504285,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03895551691967439,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.053864456174705505,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07221318103091988,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.11078849046228761,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05095969573207403,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.02820725411962451,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.049028029408924666,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08363643419705175,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0638511828427524,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.059230182652433065,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.09851311020047882,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.058765302482208716,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06929244283400353,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.026682638965102274,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05601980509981527,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06952173099243986,0.0041
