study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.046520525357813945,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.006131618010482124,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04789466265383485,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03814782382304627,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.032039050289821944,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.030392724333662476,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.004207326973446487,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.01814895632368089,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.032645172301460794,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03842718523208047,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.005858440330442038,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02393973384795782,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03077742986849585,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.035989008154930016,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03396285147721988,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.038852797987906036,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05093827821749119,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0056957549554434335,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05517568683510867,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04980746721701444,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.024152696826074047,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.015446007257664528,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.030250356856538183,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.02647483480630513,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.035099366167916056,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.034267120712306656,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.012877396345574391,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.006289366259709366,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-6.704391372360334e-4,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.004652809269392308,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0333856889717199,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03473094982899609,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04939403214164795,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03265923538312651,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.006942015760751864,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04967509829237675,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0555721552589519,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.026560053417722832,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03888339462333679,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.005172146628452612,0.0033
1,2021,Lepidoptera,borer,42.6391,15,0.050752241240709435,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.00443139074830011,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0992594987722481,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03301439727011533,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0935524274465071,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03236809522379432,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03055513329106388,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0780740727025343,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.051348375349632,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.021786473883755084,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07940622569417094,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05892752129502828,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03738178041416483,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.10595092084222216,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04399016064434593,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.10065146806171058,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03444562040868708,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.028580487959207975,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.02455329350076136,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05738544142815314,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08243891322348094,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.05545479529056009,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06723096381793403,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.048812463586613494,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04677938338364775,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07124023436916262,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03293224258009239,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08443182192447068,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.023403679574512934,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.08111975568211716,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.04726438911120922,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.033650363726198354,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03150130308717036,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.06578792878169443,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03289259971071486,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.020111563075485478,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.07056107578576279,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.049219839880764914,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.0901352103205869,0.0041
1,2021,Lepidoptera,borer,42.6391,15,0.03061644691070852,0.0041
1,2021,Lepidoptera,borer,42.6391,20,0.05708401190407846,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.10611758841128137,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.09088326256504084,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.037608226753593356,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.11410402279874252,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.04980399898793732,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.057205750192951155,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.05433920760952109,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.058049542664354296,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.0920881602815139,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.08293393355383949,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.045465713045066095,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.11653487742685761,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.08930943193248383,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.07676334298351724,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.040793774788808586,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.04886729816446664,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.048411511704316554,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.1283950640625941,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.09068399874280969,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.09016977314717906,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.04427533350668381,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.10940090182729559,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.10195437851956934,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.09807102041502519,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.1029232212900889,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.1074381596238617,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.12893375942796115,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.10181140619753004,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.06331735029466071,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.07663079540819623,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.0649540360721368,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.07790586180469794,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.1082222882138248,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.09117979044830826,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.11908920249948787,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.03739679852282194,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.032707505044343846,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.13424706525247795,0.00458
1,2021,Lepidoptera,borer,42.6391,20,0.08792863391007495,0.00458
