study,year,order,fg,lat,temp,int_rate,vi
1,2021,Lepidoptera,borer,42.6391,10,0.021099061420506375,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.027504625123639322,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.023916679606398407,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.012300707995488418,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.022039358375300945,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016938271289591987,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016852346603555193,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.01938422474245326,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.0514605961198146,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05623349731448476,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03770102940244372,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.06184717657471585,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.010211947095361645,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.039120190326662786,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03875494800724612,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.020772303068971792,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03524364859713361,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.017955657020825227,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.059657961090332154,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.010799674778530343,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.025579905063337505,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.05309410354101685,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.04910924587925519,0.0033
1,2021,Lepidoptera,borer,42.6391,10,-0.00583290508846691,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.016580269182500912,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.03868699730118244,0.0033
1,2021,Lepidoptera,borer,42.6391,10,0.014847533544538275,0.0033
